USPS,GEOID,ANSICODE,NAME,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,ALBERS_X,ALBERS_Y
CO,08085,00198158,Montrose County,41276,18250,5803373218,4923280,    2240.695,       1.901,-1062810.4457,-8131356
CO,08087,00198159,Morgan County,28159,11490,3316304952,34473998,    1280.433,      13.310, -663334.4243,-7965408
CO,08089,00198160,Otero County,18831,8969,3268465106,20052451,    1261.961,       7.742, -678055.9619,-8232070
CO,08091,00198161,Ouray County,4436,3083,1402718909,1599543,     541.593,       0.618,-1024041.2382,-8166073
CO,08093,00198162,Park County,16206,13947,5682034441,43530574,    2193.846,      16.807, -836527.9497,-8078113
CO,08095,00198163,Phillips County,4442,2087,1781724987,301808,     687.928,       0.117, -538212.3704,-7937472
CO,08097,00198164,Pitkin County,17148,12953,2514094239,6469384,     970.697,       2.498, -937027.2884,-8055928
CO,08099,00198165,Prowers County,12551,5942,4243422095,15352661,    1638.395,       5.928, -562308.9815,-8232456
CO,08101,00198166,Pueblo County,159063,69526,6179980907,30279808,    2386.104,      11.691, -741707.1551,-8194279
CO,08103,00198167,Rio Blanco County,6666,3309,8342179365,4868121,    3220.934,       1.880,-1034905.0900,-7958485
CO,08105,00198168,Rio Grande County,11982,6630,2361959921,983955,     911.958,       0.380, -919319.9810,-8253643
CO,08107,00198169,Routt County,23509,16303,6117619255,15825586,    2362.026,       6.110, -926392.2472,-7914175
CO,08109,00198170,Saguache County,6108,3843,8206440775,4454555,    3168.525,       1.720, -894700.8005,-8194430
CO,08111,00198171,San Juan County,699,756,1003588157,2035933,     387.488,       0.786,-1020838.1099,-8208289
CO,08113,00198172,San Miguel County,7359,6638,3332308274,5213876,    1286.611,       2.013,-1082821.7757,-8174484
CO,08115,00198173,Sedgwick County,2379,1415,1419419181,3530734,     548.041,       1.363, -536964.8002,-7906436
CO,08117,00198174,Summit County,27994,29842,1575639358,28282990,     608.358,      10.920, -866155.9720,-8018302
CO,08119,00198175,Teller County,23350,12643,1442767059,4944570,     557.055,       1.909, -793735.2082,-8110284
CO,08121,00198176,Washington County,4814,2434,6521670287,15207421,    2518.031,       5.872, -615803.7231,-8002641
CO,08123,00198177,Weld County,252825,96281,10326898753,76554163,    3987.238,      29.558, -708711.1993,-7928451
CO,08125,00198178,Yuma County,10043,4466,6123779829,11134777,    2364.405,       4.299, -549251.3357,-8003522
CT,09001,00212794,Fairfield County,916829,361221,1618456437,549162331,     624.890,     212.033, 1852699.3185,-7663917
CT,09003,00212338,Hartford County,894014,374249,1903891914,40213499,     735.097,      15.527, 1888130.9356,-7588544
CT,09005,00212796,Litchfield County,189927,87550,2384238980,62165569,     920.560,      24.002, 1848357.5017,-7599962
CT,09007,00212797,Middlesex County,165676,74837,956486234,180684001,     369.301,      69.762, 1914928.2597,-7624754
CT,09009,00212798,New Haven County,862477,362004,1565663096,667053119,     604.506,     257.551, 1887029.7449,-7641497
CT,09011,00212799,New London County,274055,120994,1722025951,276665774,     664.878,     106.821, 1947440.4002,-7611413
CT,09013,00212668,Tolland County,152691,57963,1062448385,17698315,     410.214,       6.833, 1917977.9914,-7575045
CT,09015,00212801,Windham County,118428,49073,1328430430,22092290,     512.910,       8.530, 1946804.7181,-7571513
DE,10001,00217271,Kent County,162310,65338,1518196116,549470508,     586.179,     212.152, 1730931.4405,-7937214
DE,10003,00217270,New Castle County,538479,217511,1104074798,175385759,     426.286,      67.717, 1707767.4396,-7887244
DE,10005,00217269,Sussex County,197145,123036,2424432871,674204700,     936.079,     260.312, 1755033.9125,-7980159
DC,11001,01702382,District of Columbia,601723,296719,158114680,18884970,      61.048,       7.292, 1608549.2103,-7985015
FL,12001,00308548,Alachua County,247336,112766,2266291505,242910527,     875.020,      93.788, 1304444.5556,-9085525
FL,12003,00306920,Baker County,27115,9687,1515741200,9686121,     585.231,       3.740, 1299392.3999,-9013298
FL,12005,00295738,Bay County,168852,99650,1964400618,711453131,     758.459,     274.694,  983998.1890,-9062894
FL,12007,00303634,Bradford County,28520,11011,761356806,16904947,     293.962,       6.527, 1318296.9476,-9053032
FL,12009,00295749,Brevard County,543376,269864,2630557912,1402040884,    1015.664,     541.331, 1486999.0543,-9212437
FL,12011,00295753,Broward County,1748066,810388,3133329108,292869341,    1209.785,     113.077, 1546306.6816,-9438581
FL,12013,00306919,Calhoun County,14625,5999,1469389276,18074798,     567.334,       6.979, 1023423.1800,-9041573
FL,12015,00295742,Charlotte County,159978,100632,1761913582,461075444,     680.279,     178.022, 1389807.9755,-9387560
FL,12017,00295752,Citrus County,141236,78026,1506586255,496236304,     581.696,     191.598, 1301404.4901,-9179371
FL,12019,00295726,Clay County,190865,75478,1565286048,101496213,     604.360,      39.188, 1347030.3472,-9044280
FL,12021,00295754,Collier County,321520,197298,5175636190,794325489,    1998.324,     306.691, 1455706.0836,-9461321
FL,12023,00306909,Columbia County,67531,28636,2065707648,9722658,     797.574,       3.754, 1270559.1413,-9029008
FL,12027,00294452,DeSoto County,34862,14590,1649975818,6274597,     637.059,       2.423, 1397844.3317,-9350415
FL,12029,00295725,Dixie County,16422,9319,1826078949,410763739,     705.053,     158.597, 1225652.1347,-9107133
FL,12031,00293656,Duval County,864263,388486,1974068274,404712512,     762.192,     156.260, 1361218.4498,-9002952
FL,12033,00295737,Escambia County,297619,136703,1700226567,565247441,     656.461,     218.243,  817257.2154,-9037600
FL,12035,00308547,Flagler County,95696,48595,1257337716,221090860,     485.461,      85.364, 1410149.8341,-9092324
FL,12037,00306911,Franklin County,11549,8652,1384930964,1273675839,     534.725,     491.769, 1068861.0110,-9101183
FL,12039,00306918,Gadsden County,46389,19506,1337293000,31587832,     516.332,      12.196, 1076552.0709,-9014039
FL,12041,00303633,Gilchrist County,16939,7307,905658580,14405662,     349.677,       5.562, 1261775.4068,-9086190
FL,12043,00295743,Glades County,12884,6979,2087553927,468370788,     806.009,     180.839, 1462380.7416,-9366915
FL,12045,00306917,Gulf County,15863,9110,1460784877,496109237,     564.012,     191.549, 1023844.0790,-9095486
FL,12047,00295736,Hamilton County,14799,5778,1330711074,13638327,     513.790,       5.266, 1235314.2225,-9003563
FL,12049,00295746,Hardee County,27731,9722,1651849564,1439672,     637.783,       0.556, 1391398.6880,-9317574
FL,12051,00307626,Hendry County,39140,14564,2985609243,96465484,    1152.750,      37.246, 1473343.0889,-9411636
FL,12053,00295751,Hernando County,172778,84504,1223869127,301688560,     472.539,     116.483, 1311510.0922,-9208845
FL,12055,00295756,Highlands County,98786,55386,2633020110,231596328,    1016.615,      89.420, 1441039.5363,-9326842
FL,12057,00295757,Hillsborough County,1229226,536092,2642341101,635973296,    1020.214,     245.551, 1333102.7996,-9279819
FL,12059,00295735,Holmes County,19927,8641,1240027821,26598676,     478.777,      10.270,  959249.9535,-8995095
FL,12061,00307624,Indian River County,138028,76346,1302431761,295606459,     502.872,     114.134, 1509808.1118,-9275821
FL,12063,00295734,Jackson County,49746,21003,2376987362,95322401,     917.760,      36.804, 1017242.1982,-8997520
FL,12065,00295733,Jefferson County,14761,6632,1549059034,99559135,     598.095,      38.440, 1147161.3681,-9022693
FL,12067,00295732,Lafayette County,8870,3328,1407428266,11646289,     543.411,       4.497, 1221215.7112,-9061794
FL,12069,00308551,Lake County,297052,144996,2430396019,566126522,     938.381,     218.583, 1381142.9316,-9176640
FL,12071,00295758,Lee County,618754,371099,2031879249,1108380339,     784.513,     427.948, 1399747.5544,-9421436
FL,12073,00306916,Leon County,275487,124136,1727138746,90486851,     666.852,      34.937, 1109946.1017,-9023445
FL,12075,00295724,Levy County,40801,20123,2896139279,762981297,    1118.206,     294.589, 1269674.4497,-9134381
FL,12077,00308549,Liberty County,8365,3357,2164095370,19582542,     835.562,       7.561, 1056411.8736,-9052240
FL,12079,00295731,Madison County,19224,8481,1802497924,51114171,     695.948,      19.735, 1186731.9444,-9015026
FL,12081,00295744,Manatee County,322833,172690,1924182235,387844764,     742.931,     149.748, 1338205.4516,-9326644
FL,12083,00306922,Marion County,331298,164050,4103955681,202185444,    1584.546,      78.064, 1342109.8068,-9133186
FL,12085,00308550,Martin County,146318,78131,1407565382,542252066,     543.464,     209.365, 1538196.5705,-9340748
FL,12086,00295755,Miami-Dade County,2496435,989435,4915061046,1381673402,    1897.716,     533.467, 1554451.5393,-9502325
FL,12087,00295759,Monroe County,73090,52764,2546689189,7133453992,     983.282,    2754.242, 1483811.3008,-9514664
FL,12089,00295730,Nassau County,73314,35009,1679967676,200158743,     648.639,      77.282, 1345679.9238,-8974791
FL,12091,00306915,Okaloosa County,180822,92407,2409328778,393241055,     930.247,     151.831,  887466.9410,-9024907
FL,12093,00295760,Okeechobee County,39996,18509,1991462636,318565354,     768.908,     122.999, 1484781.1127,-9315167
FL,12095,00295750,Orange County,1145956,487839,2339870128,258560561,     903.429,      99.831, 1422924.5507,-9198292
FL,12097,00295748,Osceola County,268685,128170,3438086444,462191583,    1327.453,     178.453, 1448543.7123,-9245407
FL,12099,00295761,Palm Beach County,1320134,664594,5101663125,1070302119,    1969.763,     413.246, 1541005.0024,-9388891
FL,12101,00295739,Pasco County,464697,228928,1934425891,314858950,     746.886,     121.568, 1316555.5333,-9237916
FL,12103,00295745,Pinellas County,916542,503634,709135878,865905939,     273.799,     334.328, 1295070.9955,-9285591
FL,12105,00295747,Polk County,602095,281214,4656375819,550925774,    1797.837,     212.714, 1396429.2161,-9265289
FL,12107,00306910,Putnam County,74364,37337,1884532662,257184021,     727.622,      99.299, 1364485.5134,-9084545
FL,12109,00308371,St. Johns County,190039,89830,1555689678,572050772,     600.655,     220.870, 1393776.6425,-9048064
FL,12111,00308372,St. Lucie County,277789,137029,1481280881,300907268,     571.926,     116.181, 1528369.6262,-9308654
FL,12113,00306914,Santa Rosa County,151372,64760,2620043744,420025582,    1011.605,     162.173,  847177.7616,-9024549
FL,12115,00295741,Sarasota County,379448,228413,1439690708,438941172,     555.868,     169.476, 1342865.8521,-9359161
FL,12117,00303665,Seminole County,422718,181307,800879349,93428200,     309.221,      36.073, 1438418.7309,-9176154
FL,12119,00295740,Sumter County,93420,53026,1416548738,85192294,     546.933,      32.893, 1346941.5316,-9187311
FL,12121,00295729,Suwannee County,41551,19164,1783341092,9594285,     688.552,       3.704, 1235919.3321,-9037419
FL,12123,00295728,Taylor County,22570,11004,2702147548,489238369,    1043.305,     188.896, 1179065.3574,-9064358
FL,12125,00306913,Union County,15535,4508,630806354,16049937,     243.556,       6.197, 1297535.1635,-9043960
FL,12127,00306921,Volusia County,494593,254226,2851658690,858331481,    1101.032,     331.404, 1429231.0142,-9136286
FL,12129,00306912,Wakulla County,30776,12804,1570616974,334904032,     606.419,     129.307, 1105005.3093,-9059840
FL,12131,00295727,Walton County,55043,45132,2687435898,523099633,    1037.625,     201.970,  927504.5626,-9024762
FL,12133,00295762,Washington County,24896,10796,1509453502,85860698,     582.803,      33.151,  976627.4693,-9022829
GA,13001,00349113,Appling County,18236,8512,1313333924,13417422,     507.081,       5.180, 1278002.7647,-8856890
GA,13003,00345784,Atkinson County,8375,3522,878994487,13343157,     339.382,       5.152, 1229368.9156,-8913265
GA,13005,00344784,Bacon County,11096,4801,669707907,70568892,     258.576,      27.247, 1271685.2937,-8877697
GA,13007,00342832,Baker County,3451,1652,885629946,18634158,     341.944,       7.195, 1081599.3996,-8930258
GA,13009,00345255,Baldwin County,45720,20159,667812053,24779162,     257.844,       9.567, 1168399.4244,-8723165
GA,13011,00349230,Banks County,18395,7595,601112234,4651183,     232.091,       1.796, 1127237.0290,-8582614
GA,13013,00356976,Barrow County,69367,26400,415198674,6817600,     160.309,       2.632, 1113083.9931,-8625128
GA,13015,00351604,Bartow County,100157,39823,1190213681,27373871,     459.544,      10.569, 1007593.3526,-8610007
GA,13017,00351606,Ben Hill County,17634,7942,647809208,9807089,     250.121,       3.787, 1198066.0311,-8867937
GA,13019,00326638,Berrien County,19286,8709,1170407787,15503056,     451.897,       5.986, 1197087.2853,-8920614
GA,13021,01672039,Bibb County,155547,69662,646879637,14514058,     249.762,       5.604, 1131706.1588,-8756284
GA,13023,00347451,Bleckley County,13063,5304,559100179,8447354,     215.870,       3.262, 1170603.7325,-8793304
GA,13025,00351605,Brantley County,18411,8086,1145713216,12535638,     442.362,       4.840, 1315456.7591,-8912611
GA,13027,00345518,Brooks County,16243,7706,1276982395,12314550,     493.046,       4.755, 1169919.2496,-8973785
GA,13029,00350496,Bryan County,30233,11842,1129148153,47887043,     435.967,      18.489, 1352590.6419,-8814361
GA,13031,00350302,Bulloch County,70217,28794,1742568254,40963315,     672.809,      15.816, 1318041.8043,-8777163
GA,13033,00347944,Burke County,23316,9865,2141836337,20758796,     826.968,       8.015, 1283087.2053,-8706559
GA,13035,00352295,Butts County,23655,9357,477576117,9448312,     184.393,       3.648, 1100618.9129,-8705936
GA,13037,00344074,Calhoun County,6694,2409,726147317,8315704,     280.367,       3.211, 1062823.7397,-8909844
GA,13039,01671316,Camden County,50513,21114,1587727882,437293017,     613.025,     168.840, 1352626.4188,-8938746
GA,13043,00342852,Candler County,10998,4761,629480666,15058435,     243.044,       5.814, 1287605.6385,-8780485
GA,13045,00326650,Carroll County,110527,44607,1292600278,12327627,     499.076,       4.760,  994026.3223,-8685858
GA,13047,00353230,Catoosa County,63942,26606,419990951,779612,     162.159,       0.301,  972137.9384,-8539793
GA,13049,00357747,Charlton County,12171,4475,2003553604,22786057,     773.576,       8.798, 1307485.8327,-8960837
GA,13051,01694477,Chatham County,265128,119323,1104465640,533085725,     426.437,     205.826, 1385491.3048,-8814137
GA,13053,00351012,Chattahoochee County,11267,3376,644223521,6292717,     248.736,       2.430, 1036884.4310,-8819974
GA,13055,00352213,Chattooga County,26015,10977,811541767,570807,     313.338,       0.220,  958740.7327,-8589278
GA,13057,01685718,Cherokee County,214346,82360,1092129613,32974694,     421.674,      12.732, 1040436.2615,-8605716
GA,13059,01672699,Clarke County,116714,51068,308727523,4752204,     119.200,       1.835, 1144987.1427,-8625446
GA,13061,00344805,Clay County,3183,2102,506035709,56598884,     195.381,      21.853, 1027216.6620,-8902943
GA,13063,01672399,Clayton County,259424,104705,366664243,7152613,     141.570,       2.762, 1055412.8054,-8681997
GA,13065,00351285,Clinch County,6798,3007,2072566618,61565598,     800.222,      23.771, 1252258.0455,-8953213
GA,13067,01686112,Cobb County,688078,286490,879428364,12868473,     339.549,       4.969, 1035520.0437,-8640659
GA,13069,00347456,Coffee County,42356,17061,1489494986,71361932,     575.097,      27.553, 1229192.0022,-8885268
GA,13071,00343936,Colquitt County,45498,18311,1409350694,32337972,     544.153,      12.486, 1147790.0327,-8936603
GA,13073,00348865,Columbia County,124053,48626,751329062,45363096,     290.090,      17.515, 1252609.9148,-8655936
